oppdrag_id;navn
5702-1;Lance
5704-1_1984;Lance
5704-4;Lance
5708-5;Geofjord
5802-1;Lance
5802-2;Lance
5802-4;Lance
58022;Lance
5804-2-NGU;Geofjord
5804-3;Lance
5804-4B;Lance
5804-4_1983;Lance
5900-1;Hydrograf
5900-2;Hydrograf
5903-1_1976;Hydrograf
5903-2-A_1976;Hydrograf
5903-2_1976;Hydrograf
5903-3;Hydrograf
5903-4;Hydrograf
6000-1;Hydrograf
6000-2;Hydrograf
6003-1_1974;Hydrograf
6003-2_1974;Hydrograf
6003-3;Hydrograf
6003-4_1973;Hydrograf
6003-4_1974;Hydrograf
6100-1;Hydrograf
6100-2;Hydrograf
6103-1;Hydrograf
6103-3;Hydrograf
6103-4;Hydrograf
6200-2;Hydrograf
6303-1;Hydrograf
6403-1;Hydrograf
6403-2;Hydrograf
6406-1;Hydrograf
6406-2;Hydrograf
6406-3;Hydrograf
6406-4;Hydrograf
6503-1;Hydrograf
6503-2;Hydrograf
6506-1;Hydrograf
6506-2;Hydrograf
6506-3;Hydrograf
6506-4A;Hydrograf
6506-4B;Hydrograf
6509-1_1992;Lance
650901_1979;Hydrograf
650903_1978;Hydrograf
650904_1977;Hydrograf
6712-1EM;Lance
6712-3EM;Lance
6812-2;Lance
7016-1_1980;Hydrograf
7016-2_1980;Hydrograf
7016-3_1980;Hydrograf
7020-4_1979;Hydrograf
7116-2_1979;Hydrograf
7116-3_1979;Hydrograf
7120-3_1978;Hydrograf
Andoeya;HU Sverdrup II
ArniFridriksson-2010;Arni Fridriksson
Blom-2004-03;Bintang
Blom-2004-08;Bintang
Blom-2004-13;Bintang
Blom-2004-14;Bintang
Blom_2002_001-EM1002;Nordkabel
Blom_2002_002-EM1002;Nordkabel
Blom_2002_003-EM1002;Nordkabel
Blom_2002_004-EM1002;Nordkabel
Blom_2002_05;LADS_Dash8
Blom_2002_06;LADS_Dash8
Blom_2002_07;LADS_Dash8
Blom_2002_08;LADS_Dash8
Blom_2002_09;LADS_Dash8
Blom_2002_10;LADS_Dash8
Blom_2002_11;LADS_Dash8
Blom_2002_12;LADS_Dash8
Blom_2002_13;LADS_Dash8
Blom_2002_area18-19-22-EM3000;Bintang
Blom_2002_area18-19-22_B-EM3000;Bintang
Blom_2002_area23-EM3000;Bintang
Blom_2002_area24-25-EM3000;Bintang
Blom_2002_area26-28-EM3000;Bintang
Blom_2002_area33-EM3000;Bintang
Blom_Nordland;LADS_Dash8
D.Hyd-3-3;Sjømåleren
D.Hyd-3-4;Sjømåleren
Eglacom_SK01;IPY Explora
FFI-96all;Odin Finder
Fedorov2016;Akademik Fedorov
Geocon_rev0198;Geocat
Geocon_rev0298;Geocat
Geocon_rev0398;Geocat
Geocon_rev0498;Geocat
Geocon_rev0598;Geocat
Geocon_rev0698;Geocat
Geocon_rev0798;Geocat
Geocon_rev0898;Geocat
Geocon_rev0998;Geocat
HelmerHanssen-2010-2011-Barentshavet;Helmer Hanssen
I-099;Mb-7
I-102;Mb-7
I-103_1960;Mb-7
I-104_1960;Mb-7
I-106;Mb-7
I-109;Mb-4
I-110;Mb-8
I-111;Mb-8
I-112;Mb-4
I-113;Mb-4
I-114;Mb-7
I-115;Mb-8
I-116;Mb-4
I-118;Mb-8
I-119;Mb-8
I-120;Mb-8
I-121;Mb-4
I-122;Mb-4
I-123A;Mb-7
I-124;Mb-7
I-125;Mb-4
I-127_1963;Mb-8
I-128_1964;Mb-8
I-129_1965;Mb-8
I-130_1965;Mb-8
I-131;Mb-4
I-131A;Oljevern 01
I-132;Mb-4
I-134_1971;Mb-4
I-135_1971;Mb-4
I-136A_1971;Mb-4
I-136B_1971;Mb-4
I-136C_1971;Mb-4
I-136D_1987;Mb-4
I-138;Mb-4
I-139;Mb-4
I-141_1972;Mb-7
I-142_1982;Mb-2
I-142_1987;Mb-4
I-145;Mb-3
I-146;Mb-3
I-146A;Mb-3
I-147;Mb-6
I-148;Mb-6
I-149+A;Oljevern 01
I-150+A;Oljevern 01
I-151;Oljevern 01
I-152;Oljevern 01
I-153;Oljevern 01
I-154A_1955;Mb-7
I-154_1980;Mb-4
I-155A_1981;Mb-4
I-155_1981;Mb-4
I-155_1991;Geofjord
I-156_1982;Mb-4
I-157;Mb-4
I-158;Mb-4
I-158A;Mb-4
I-159A_1985;Mb-4
I-159_1983;Mb-4
I-160_1983;Mb-4
I-160_1987;Mb-4
I-161+A_1984;Mb-4
I-161+A_1987;Mb-4
I-163_1984;Mb-4
I-165_1984;Mb-4
I-166_1_1986;Oljevern 01
I-166_2_1986;Mb-16
I-166_3_1986;Mb-16
I-166_4_1986;Mb-16
I-166_5_1986;Mb-16
I-166_8_1986;Mb-4
I-166_9_1986;Mb-4
I-16710_1986;Mb-16
I-167_45_1987;Mb-4
I-167_6_1986;Mb-4
I-167_7_1986;Mb-4
I-16811_1986;Mb-4
I-16812_1986;Mb-4
I-16813_1986;Mb-4
I-16814_1986;Mb-16
I-16815_1987;Mb-4
I-16816_1986;Mb-4
I-16819_1987;Mb-4
I-16846_1987;Mb-4
I-16847_1987;Mb-4
II-040B_1989;Mb-9
II-042_1943;Mb-4
II-046_1982;Oljevern 01
II-047A_1985;Mb-9
II-047_1985;Mb-9
II-048A_1987;Mb-9
II-048_1992;Mb-9
II-049B_1987;Mb-18
II-049_1987;Mb-9
II-050_1987;Mb-9
II-051_1986;Mb-1
II-052_1986;Mb-1
II-053A_1986;Mb-1
II-053A_1988;Mb-9
II-053_1990;Mb-3
II-056A_1987;Mb-4
II-056_1992;Mb-9
II-059B_1991;Mb-3
II-059_1992;Mb-9
II-066_1990;Mb-9
II-067A_1992;Mb-9
II-067B_1992;Mb-9
II-067C_1993;Mb-9
II-5417_1987;Mb-4
II-5418_1987;Mb-4
II-5420_1987;Mb-4
II-5421_1987;Mb-4
II-5423_1987;Mb-4
II-5424_1987;Mb-4
II-5448_1987;Mb-4
II-5452_1986;Mb-18
III-049_1944;Mb-4
III-051A;Mb-9
III-052-1;Mb-10
III-052-2;Mb-10
III-053;Mb-7
III-054;Mb-8
III-055;Mb-7
III-056;Mb-7
III-057;Mb-5
III-058;Mb-8
III-059;Mb-8
III-059A;Mb-2
III-061;Mb-4
III-062;Mb-4
III-063_1966;Mb-3
III-064;Mb-9
III-064A;Mb-2
III-065_1967;Sjøskvett
III-066_1980;Mb-2
III-067_1980;Mb-2
III-068;Sjøskvett
III-069_1967;Mb-9
III-069_1968;Mb-9
III-069a;Mb-9
III-070_1967;Mb-9
III-070_1968;Mb-9
III-070_1969;Mb-9
III-071_1967;Mb-4
III-071_1968;Mb-9
III-072_1967;Mb-4
III-072_1968;Mb-9
III-072_a_1985;Mb-9
III-072_a_1986;Mb-9
III-073;Sjømåleren
III-074_1968-69;Mb-10
III-075_1968;Mb-10
III-076_1969-70;Mb-8
III-078_1986;Mb-9
III-079_1979;Mb-2
III-080_1978;Mb-13
III-082_1982;Mb-4
III-082_1985_A;Mb-4
III-082_1985_B;Mb-4
III-082_1986_A;Mb-16
III-082_1986_B;Mb-4
III-082_1988_A;Mb-4
III-082_1988_B;Mb-4
III-083_1987_A;Mb-1
III-083_1988;Mb-9
III-083_B_1987;Mb-1
III-084A_1985;Mb-9
III-084_1982;Lance
III-085_1982;Lance
III-086_1982;Lance
III-087;Lance
III-088_1982;Lance
III-089_A_1986;Mb-4
III-089_B_1986;Mb-18
III-089_B_1987;Mb-4
III-089_B_1988;Mb-2
III-089_auto_1992;Mb-9
III-090_1985;Mb-9
III-090_1986;Mb-9
III-090_a,b_1992;Mb-9
III-090_c__1992;Mb-9
III-091_1986;Mb-9
III-091_1986_2;Mb-9
III-091_1988;Mb-2
III-092;Mb-6
III-093_1985;Mb-9
III-093_1986;Mb-9
III-094_37_1987;Mb-4
III-095_39;Mb-9
III-095_70_1986;Oljevern 02
III-096A_1993;Mb-9
III-096B_1993;Mb-9
III-096C_1993;Mb-9
III-096D_1989;Mb-9
III-097A_1987;Mb-1
III-097B_1991;Mb-9
III-097_1991;Mb-4
III-100_1989;Lance
III-81A_1979;Mb-2
III-81_1979;Mb-13
III-9433_1987;Mb-1
III-9435_1987;Mb-4
III-9436_1987;Mb-4
III-9459_1987;Mb-18
III-9461_1987;Mb-18
III-9462_1987;Mb-1
III-9560_1987;Mb-18
III-9563_1987;Mb-1
III-9830_1987;Mb-1
III-9831_1987;Mb-1
III-9834_1988;Mb-2
III-9858_1987;Mb-1
III-9899_1987;Mb-1
IV-035A1_1989;Oljevern 01
IV-035A2_1988;Oljevern 01
IV-035A3_1989;Oljevern 01
IV-035A4_1989;Oljevern 01
IV-039_1988;Mb-4
IV-039_1989;Mb-2
IV-039skisse-3;Oljevern 01
IV-039skisse-3ny;Oljevern 01
IV-056A_1983;Oljevern 02
IV-074AEM;Geofjord
IV-074A_1994;Geofjord
IV-078AEM;Lance
IV-092_1961;Mb-4
IV-093B_1984;Oljevern 02
IV-093_1961;Mb-2
IV-101+105_1975;Mb-5
IV-102A_1979;Mb-6
IV-103_1976;Mb-4
IV-104A_1975;Mb-4
IV-106+A_1975;Mb-5
IV-106A_1979;Mb-9
IV-107_1975;Mb-5
IV-108_1976;Mb-2
IV-109_1976;Mb-4
IV-110_1977;Mb-4
IV-111_1985;Mb-9
IV-112_1985;Mb-9
IV-113_1985;Mb-9
IV-114_1982;Mb-15
IV-115_1978;Mb-8
IV-116_1983;Mb-6
IV-117_1978;Mb-2
IV-118A;Oljevern 02
IV-118B_1981;Mb-2
IV-118C_1981;Mb-2
IV-118D_1981;Mb-2
IV-118S2;Oljevern 04
IV-118_1979;Mb-19
IV-119_1983_85;Mb-9
IV-120_1984-85;Mb-9
IV-121_1983;Oljevern 02
IV-122_1983-84;Mb-1
IV-123_1979;Mb-2
IV-124_1980;Mb-2
IV-125_1981;Mb-2
IV-126A_1988;Oljevern 01
IV-126_1979;Mb-20
IV-127_1979;Mb-2
IV-128_1980;Oljevern 02
IV-129_1980;Oljevern 02
IV-130_1982;Mb-2
IV-131_1987;Sjøtroll
IV-132_1982;Mb-2
IV-133_1978;Mb-2
IV-134_1978;Mb-2
IV-135_1978;Mb-4
IV-136_1979;Mb-2
IV-137_1980;Mb-2
IV-138_1981;Mb-3
IV-139_1981;Mb-9
IV-140_1981;Mb-9
IV-141B_1983;Mb-18
IV-141_1981;Mb-2
IV-142_1981;Mb-9
IV-143_1981;Mb-2
IV-144_1981;Mb-2
IV-145_1981;Mb-2
IV-146A_1981;Mb-2
IV-146_1985;Mb-3
IV-148A_1989;Oljevern 01
IV-148B_1988;Mb-16
IV-149_1990;Mb-4
IV-151A_1994;Oljevern 04
IV-151EM;Lance
IV-152A_1994;Mb-4
IV-152B_1994;Mb-5
IV-152EM;Geofjord
IV-153EM;Geofjord
IV-153_1993;Mb-2
IV-154EM;Geofjord
IV-154_1994;Mb-19
IV-155A_1995;Oljevern 04
IV-155B_1995;Oljevern 04
IV-157EM;Geofjord
IX-092;Mb-4
IX-093;Mb-7
IX-094+A+B;Mb-3
IX-095;Mb-3
IX-096;Mb-14
IX-096A;Mb-20
IX-101_1978;Mb-14
IX-102;Mb-5
IX-103;Mb-6
IX-104;Sjøvern
IX-105;Mb-5
IX-106_1980;Mb-7
IX-107;Mb-1
IX-108;Mb-1
IX-109;Mb-5
IX-110A_1983;Mb-6
IX-110B_1983;Mb-15
IX-111A_1979;Mb-9
IX-111_1982;Mb-5
IX-111_1983;Mb-7
IX-112_1984;Mb-6
IX-113A_1980;Mb-5
IX-113_1984;Mb-1
IX-114A_1979-81;Oljevern 04
IX-114B_1979-81;Oljevern 04
IX-114C_1979-81;Oljevern 04
IX-114D_1979-81;Oljevern 04
IX-114E_1979-81;Oljevern 04
IX-114F_1979-81;Oljevern 04
IX-114G_1979-81;Oljevern 04
IX-114H_1979-81;Oljevern 04
IX-114I_1979-81;Oljevern 04
IX-114J_1979-81;Oljevern 04
IX-114K_1979-81;Oljevern 04
IX-114L_1979-81;Oljevern 04
IX-114M_1979-81;Oljevern 04
IX-114N_1978-81;Oljevern 04
IX-114_1986;Mb-7
IX-115A_1986;Oljevern 04
IX-116A_1984;Mb-7
IX-116B_1984;Mb-7
IX-116_1990;Mb-5
IX-117A_1983;Mb-1
IX-117_1990;Mb-5
IX-118_1987;Oljevern 04
IX-118_1990;Mb-5
IX-119_1987;Mb-5
IX-122_1986;Mb-5
IX-123;Hydrograf
IX-124;Mb-1
IX-125A;Mb-1
IX-125_1988;Mb-20
IX-128;Mb-5
IX-128A_1989;Oljevern 04
IX-129;Mb-5
IX-132;Mb-1
IX-134;Mb-20
IX-137;Mb-5
IX-138;Mb-20
IX-143;Oljevern 04
IX-144;Mb-20
IX-148_1979;Mb-14
IX-149_1984;Mb-15
IX-150;Mb-5
IX-151;Mb-7
IX-152-D;Mb-5
IX-152A;Mb-5
IX-152_1987;Mb-5
IX-153_1987;Oljevern 04
IX-154A;Oljevern 04
IX-154_1987;Mb-15
IX-155;Mb-5
IX-156;Mb-5
IX-166;Mb-8
IX-167;Oljevern 04
IX-168EM_92;Lance
IX-169B_auto_1992;Mb-5
IX-169_auto_1992;Oljevern 04
IX-171;Mb-5
IX-172;Mb-5
IX-173;Mb-5
Indrehavn;Pingeline
JR253;RRS James Clarke Ross
Merian_MSM21_4;RV Maria S. Merian
NH0202;Western Regent
NH0301;R/V Geo Pacific
NH0302;Geco Baltic
NH0303;Geco Baltic
NH0373;SV Geograph
NHO167_gossene;Geocat
NHO167_gossenne;Geocat
NHO167_gossennw;Geocat
NHO167_gossenw;Geocat
NHO365_11277;Geocat
NHO365_11279;Geocat
OD_norskehavet_00;Sea Surveyor
OD_norskehavet_01_1;MV Ocean Endeavour
OD_norskehavet_01_2;MV Ocean Endeavour
OD_norskehavet_01_3;MV Ocean Endeavour
OD_norskehavet_01_4;MV Ocean Endeavour
OD_norskehavet_01_5;MV Ocean Endeavour
OD_norskehavet_01_6;MV Ocean Endeavour
OD_norskehavet_99;Sea Surveyor
Sjoedrev-0296;Mb-4
Svalsat_EM1002;Geoconsult as.
Svalsat_EM300;Geoconsult as.
Testfelt_Andenes_2016;Lomvi
Testfelt_Harstad_2016;Lomvi
Testfelt_Trondheim_2015;Lomvi
U-486_U864;HU Sverdrup II
V-002a_1952;Sjømåleren
V-003a_1952;Sjømåleren
V-01A;Sjømåleren
V-104;Maasen
V-107AEM;Mb-8
V-109_1949-51;Mb-1
V-110_1950;Mb-8
V-112_1950;Vøringen
V-113_1950-52;Mb-8
V-115;Sjøvern
V-116;Vøringen
V-117;Mb-4
V-118;Mb-3
V-119;Mb-8
V-120;Vøringen
V-121;Sjøvern
V-122;Maasen
V-123;Maasen
V-123_digg;Mb-1
V-124;Mb-5
V-125;Mb-2
V-126;Mb-3
V-127;Mb-8
V-128;Mb-8
V-129;Mb-7
V-130_1954;Mb-8
V-131_1954;Mb-8
V-134_1953;Mb-4
V-135;Mb-4
V-136_1954;Mb-8
V-137_1954;Mb-8
V-138_1954;Mb-8
V-139_1954;Mb-8
V-140_1954;Mb-8
V-141_1955;Mb-8
V-142_1959;Mb-7
V-143_1955;Mb-6
V-144;Mb-1
V-145;Mb-1
V-146;Mb-1
V-147;Mb-6
V-148;Mb-8
V-149;Mb-6
V-150;Vøringen
V-151;Vøringen
V-152;Vøringen
V-153;Mb-4
V-155_1957;Mb-5
V-156;Mb-4
V-157;Mb-1
V-158_1959;Mb-2
V-160;Mb-4
V-161;Mb-2
V-162_1959;Petrellen
V-163_1959;Petrellen
V-164_1959;Petrellen
V-165;Mb-3
V-166;Mb-4
V-166B_1988;Mb-4
V-167;Mb-8
V-168;Mb-8
V-169;Mb-3
V-171;Mb-9
V-172;Mb-8
V-173;Mb-9
V-174;Mb-12
V-175;Mb-1
V-175A;Mb-1
V-176;Maasen
V-176A;Mb-1
V-177;Mb-12
V-178;Mb-13
V-179;Mb-2
V-179A;Mb-6
V-180;Mb-11
V-181;Mb-1
V-181A;Mb-1
V-182;Mb-13
V-183;Mb-9
V-184;Mb-8
V-185;Mb-8
V-186;Mb-8
V-187;Mb-8
V-187B;Mb-8
V-188;Mb-8
V-189;Mb-8
V-190;Mb-9
V-190A;Mb-9
V-191;Mb-9
V-192;Mb-13
V-193;Mb-1
V-193A;Mb-10
V-194;Mb-12
V-195_1;Mb-8
V-195_2;Mb-8
V-197;Lance
V-197A;Lance
V-198_1988;Oljevern 01
V-198_1989;Oljevern 01
V-199_k29_1988;Sjøtroll
V-199_ny_1988;Mb-16
V-200_1989;Oljevern 01
V-201A_1988;Oljevern 01
V-201_1_1988;Mb-4
V-203_1991;Mb-19
V-203_91;Oljevern 03
V-205EM;Geofjord
V-206EM;Geofjord
V-207EM;Geofjord
V-208EM;Geofjord
V-209_1_1988;Mb-4
V-209_2_1988;Mb-4
V-209_3_1989;Oljevern 01
V-209_4_1988;Mb-4
VI-055;Mb-4
VI-056;Mb-3
VI-057;Sjøvern
VI-058;Mb-5
VI-059;Mb-5
VI-060;Mb-2
VI-061;Mb-3
VI-062;Mb-4
VI-064;Mb-3
VI-065;Mb-3
VI-066;Mb-3
VI-067;Mb-8
VI-068;Mb-8
VI-069;Mb-8
VI-070;Mb-4
VI-072;Sjøskvett
VI-073_1960;Sjømåleren
VI-074_1960;Sjøvern
VI-076_1963-1965;Mb-3
VI-077_1961;Mb-5
VI-078_1961;Sjøfalk
VI-079;Mb-5
VI-080_1964;Sjøskvett
VI-081;Mb-1
VI-082;Mb-1
VI-083_1962;Mb-1
VI-084_1963;Mb-12
VI-085_1964;Petrellen
VI-086_1964;Mb-10
VI-087_1963;Mb-3
VI-106;Mb-12
VI-107_1968;Mb-1
VI-109_1969;Mb-3
VI-110;Mb-3
VI-111;Mb-4
VI-113_1969;Mb-3
VI-115_1969-1972;Mb-5
VI-116_1969;Mb-13
VI-118;Mb-6
VI-119_1972;Mb-8
VI-120_1971;Sjøfalk
VI-122;Mb-8
VI-123_1969;Mb-8
VI-124_1969;Mb-8
VI-125_1969;Hydrograf
VI-127;Hydrograf
VI-128;Hydrograf
VI-129;Hydrograf
VI-130;Hydrograf
VI-131;Hydrograf
VI-132;Hydrograf
VI-133;Hydrograf
VI-134;Hydrograf
VI-144_1971-1972;Sjørokk
VI-145_1972;Mb-5
VI-146_1971;Mb-5
VI-149_1973;Mb-5
VI-151;Mb-5
VI-153_1973;Mb-8
VII-035;Hydrograf
VII-036;Hydrograf
VII-047_1975-77;Mb-10
VII-048;Mb-10
VII-051_1971;Mb-11
VII-054;Mb-11
VII-055;Mb-3
VII-056;Mb-3
VII-057;Mb-10
VII-058;Mb-10
VII-058A;Mb-10
VII-059;Mb-10
VII-060;Mb-14
VII-061;Mb-14
VII-087_1979;Mb-11
VII-088_1978-79;Mb-11
VII-098;Mb-18
VII-110EM;Geofjord
VIII-064_1973-74;Hydrograf
VIII-065;Sjøvern
VIII-066;Hydrograf
VIII-067;Sjøvern
VIII-068-1;Mb-14
VIII-068-2;Mb-14
VIII-068-3;Mb-14
VIII-068_havn;Mb-10
VIII-069;Mb-3
VIII-069A;Mb-10
VIII-070;Mb-10
VIII-071;Mb-15
VIII-072_1975;Mb-16
VIII-072_1977;Mb-12
VIII-073;Mb-15
VIII-073A;Mb-15
VIII-076A_1980;Mb-6
VIII-076_1980;Sjødrev
VIII-082_1975;Mb-10
VIII-083;Mb-9
VIII-084;Mb-12
VIII-085;Mb-8
VIII-086_1975-77;Mb-3
VIII-087;Mb-2
VIII-088;Mb-9
VIII-089;Mb-9
VIII-090;Mb-3
VIII-091;Mb-8
VIII-092;Mb-8
VIII-093;Mb-8
VIII-094;Mb-14
VIII-095;Mb-12
VIII-096;Mb-12
VIII-097;Mb-9
VIII-097A;Mb-9
VIII-098;Mb-9
VIII-098A-1;Mb-9
VIII-098A-2;Mb-9
VIII-098a;Mb-17
VIII-101;Mb-6
VIII-102_1978;Mb-1
VIII-113A;Oljevern 04
VIII-114_1987;Mb-5
VIII-115;Mb-14
VIII-116;Mb-9
VIII-117;Oljevern 04
VIII-119_1987;Mb-5
VIII-120_1987;Mb-5
VIII-121_1991;Oljevern 04
VIII-122_1988;Mb-5
X-120_1954;Mb-5
X-121_1954;Mb-4
X-122_1954;Sjøvern
X-123_1954;Sjøvern
X-125_1958;Mb-4
X-126_1958;Mb-4
X-127;Mb-4
X-128;Mb-4
X-129;Mb-4
X-130;Mb-18
X-130A;Mb-15
X-130B;Mb-20
X-131;Mb-15
X-132;Mb-15
X-133A_1980;Mb-3
X-133_1992;Oljevern 02
X-136_1981;Mb-5
X-147A_1982;Oljevern 03
X-147_1981;Oljevern 03
X-148EM;Geofjord
X-148EM-A;Geofjord
X-148EM-B;Geofjord
X-148_auto_1993;Mb-8
X-150_1985;Mb-5
X-151A;Mb-5
X-151_1985;Mb-5
X-152_1981;Oljevern 03
X-153A_1988;Sjøfalk
X-153_1991;Mb-17
X-155A_1988;Sjøfalk
X-156;Mb-3
X-162;Mb-8
X-163;Mb-8
X-164;Mb-17
X-165;Mb-8
X-166;Mb-19
X-166_1985A;Mb-5
X-166_1985B;Mb-17
X-167_1985;Mb-17
X-168B_1988;Mb-7
X-168_1988;Mb-7
X-169A;Mb-5
X-169B;Mb-5
X-170_1986;Mb-5
X-171_1985;Mb-5
X-172;Mb-5
X-173;Mb-8
X-174;Mb-8
X-175;Mb-8
X-176_1985;Mb-3
X-177_1987;Mb-7
X-179;Sjøfalk
X-180;Sjøfalk
X-182_1987;Sjøfalk
X-186;Mb-8
X-186A;Mb-17
X-187;Mb-8
X-187A_1987-88;Mb-8
X-187bb_1991;Oljevern 02
X-188_1987;Sjøfalk
X-189_1988;Sjøfalk
X-190_1988;Mb-15
X-191_1987;Sjøfalk
X-192_1988;Mb-7
X-195;Mb-8
X-197_1988;Sjøfalk
X-198;Mb-8
X-199;Mb-8
X-201_1988-89;Mb-8
X-204A_1990;Mb-8
X-204_1990;Mb-8
X-205EM;Geofjord
X-205ny_1989;Mb-5
X-206_auto_1991;Mb-1
X-209_1992;Mb-8
X-210_1992;Mb-8
X-211;Mb-5
X-211EM;Lance
X-212_1992;Oljevern 02
X-214;Oljevern 02
X-215;Lance
X-215_1992;Oljevern 02
X-216_1992;Mb-8
X-217auto;Oljevern 02
X-218A_1993;Mb-8
X-218B_1993;Mb-8
X-218EM;Sjømåleren
X-218_1993;Mb-8
X-219auto;Mb-17
X-220EM;Geofjord
X-220auto;Oljevern 02
X-221A+Bauto;Mb-3
XI-117;Vøringen
XI-120;Vøringen
XI-122_1966;Mb-4
XI-123D_1967;Mb-11
XI-124D_1967;Mb-11
XI-125_1967;Mb-11
XI-126_1966;KNM Tana
XI-128_1966;KNM Tana
XI-129_1967;KNM Kvina
XI-131D_1967;KNM Kvina
XI-132_1967;KNM Kvina
XI-134D;KNM Kvina
XI-137D;Mb-11
XI-138D;Mb-11
XI-139D;Mb-11
XI-141;Mb-15
XI-142A;Mb-15
XI-142B;Mb-15
XI-143_1980;Mb-13
XI-144A;Mb-15
XI-144B;Mb-15
XI-144C;Mb-15
XI-144D;Mb-15
XI-144E;Mb-15
XI-145;Mb-8
XI-146A;Mb-8
XI-146B;Mb-8
XI-149;Mb-8
XI-149B_1990;Mb-17
XI-150;Mb-8
XI-151;Mb-8
XI-152;Oljevern 03
XI-152_hasvikhavn;Oljevern 03
XI-156;Mb-8
XI-157;Mb-5
XI-158_1982;Mb-5
XI-159A_1983;Mb-3
XI-159_1983;Mb-3
XI-160_1983;Mb-3
XI-161;Mb-3
XI-162_1983;Mb-3
XI-163_1985;Mb-8
XI-164;Mb-3
XI-165_1983;Mb-5
XI-166_1982;Mb-5
XI-167_1983;Mb-5
XI-168_1983;Mb-5
XI-169_1983;Mb-20
XI-170;Mb-17
XI-171;Mb-17
XI-172;Mb-17
XI-173;Mb-17
XI-174;Mb-17
XI-174A;Mb-17
XI-175;Mb-8
XI-176;Mb-8
XI-177;Mb-17
XI-178+A;Mb-17
XI-179_1990;Oljevern 03
XI-181;Mb-3
XI-182;Mb-3
XI-183;Mb-5
XI-184_1986;Mb-8
XI-185;Mb-3
XI-186;Mb-3
XI-187;Mb-3
XI-188;Mb-20
XI-189;Mb-3
XI-189A;Mb-8
XI-190;Mb-3
XI-191_1985;Mb-3
XI-194;Oljevern 03
XI-195;Mb-8
XI-196_1984;Mb-3
XI-197_1985;Mb-3
XI-198;Mb-8
XI-199_1986;Mb-5
XI-200;Mb-20
XI-201;Mb-20
XI-202_1985_87;Mb-8
XI-203A_1988;Mb-17
XI-203_1990;Oljevern 03
XI-204A_1986;Mb-8
XI-204_1990;Oljevern 03
XI-205_1982_88;Mb-8
XI-206A_1986_88;Oljevern 03
XI-206B_1986_88;Mb-8
XI-206_1990;Oljevern 03
XI-207;Mb-8
XI-207A;Mb-17
XI-207B;Mb-17
XI-208_1986;Mb-8
XI-209;Oljevern 03
XI-211_1987;Oljevern 03
XI-212_1989;Mb-8
XI-213_1989;Mb-8
XI-214_1989;Oljevern 03
XI-215;Mb-8
XI-215A;Mb-8
XI-215B;Mb-8
XI-217;Mb-3
XI-218;Mb-8
XI-218_1990;Mb-5
XI-221_1990;Oljevern 03
XI-224A;Mb-3
XI-224B;Mb-3
XI-226;Mb-3
XI-229_1991;Mb-8
XI-230_1990;Mb-8
XI-231EM;Geofjord
XI-232EM;Geofjord
XI-234EM;Sjømåleren
XI-235EM;Sjømåleren
XII-081_1980;Mb-15
XII-082_1980;Mb-15
XII-083;Mb-18
XII-084;Mb-8
XII-093EM_1993-94;Lance
XII-094A_1995;Mb-8
XII-094B_1995;Mb-8
XII-095A_1994-95;Mb-3
XII-095B_1994;Mb-3
XII-095C_1995;Mb-8
XII-095EM;Lance
XII-096EM_1994;Lance
XII-097EM_1995;Geofjord
XII-097EM_OEST_1995;Sjømåleren
XII-098EM_1995;Geofjord
XIII-016SK;Sjøfalk
XIII-019;Lance
XIII-029;Sjøfalk
XIII-035;Sjøfalk
XIII-040;Sjøfalk
XIII-051;Sjøfalk
XIII-052;Sjøfalk
XIII-053;Sjøfalk
XIII-054;Sjøfalk
XIII-054A;Sjøfalk
XIII-054B;Sjøfalk
XIII-055;Sjøfalk
XIII-056;Sjøfalk
XIII-057;Lance
XIII-058;Sjøfalk
XIII-059;Sjøfalk
XIII-233EM_93_94;Lance
XIII-236;Sjøfalk
XIII-244;Lance
XIII-245;Lance
XIII-246;Lance
arbeidsbaat-0796;Sjømåleren
arbeidsbaat-0797;arbeidsbaat
arbeidsbaat-0897;arbeidsbaat
arbeidsbaat-1499;arbeidsbaat
arbeidsbaat-1698;arbeidsbaat
arbeidsbaat-1798;arbeidsbaat
arbeidsbaat-1898;arbeidsbaat
arbeidsbaat-1998;arbeidsbaat
arbeidsbaat-3400;arbeidsbaat
bathy_topas_0103;HU Sverdrup II
bathy_topas_0203;HU Sverdrup II
bathy_topas_0203b;HU Sverdrup II
bathy_topas_0203c;HU Sverdrup II
bergenhavn_2000_blom;Bintang
blom-1999-01;Bintang
blom-2003-001;Bintang
blom-2005-03;LADS_Dash8
blom-2005-05;Bintang
blom-2005-06;LADS_Dash8
blom-2005-07;LADS_Dash8
blom-2005-08;LADS_Dash8
blom-2007-01;Nordkabel
blom-2007-02;Bintang
blom-2007-03;Nordkabel
blom-2007-04;Bintang
blom-2007-05;Bintang
blom-2007-06;Nordkabel
blom-2007-07;Bintang
blom-2007-08;Bintang
blom-2007-09;Bintang
blom-2007-11;Bintang
blom-2007-12;Bintang
blom_2006_01;LADS_Dash8
blom_2006_02;LADS_Dash8
blom_2006_03;Bintang
blom_2006_04;LADS_Dash8
blom_fedje_laser;LADS_Dash8
blom_oygarden_laser;LADS_Dash8
blom_sognesjoen_laser;LADS_Dash8
blom_ytresula_laser;LADS_Dash8
d66032;Hydrograf
d66061;Hydrograf
